Description,Price,Bedrooms,Bathrooms,Parking Spaces,Square Footage,Acres,Year Built,Type,Sub-Type,Style,Address,Community,City,Province,Postal Code
2 Bedrooms 2 Bathrooms Single Level Apartment,167000.0,2,2,2,967.0,0.0,2007,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 114 9945 167 Street Nw,Glenwood,Edmonton,Alberta,T5P 0K5
3 Bedrooms 2 Bathrooms Bi-Level,225000.0,3,2,0,982.0,0.08,1978,Single Family,Half Duplex,Bi-Level,10336 154 Street Nw,Canora,Edmonton,Alberta,T5P 2H6
4 Bedrooms 2 Bathrooms 4 Level Split,275000.0,4,2,0,1209.0,0.0,1978,Single Family,Half Duplex,4 Level Split,10325 158 Street Nw,Britannia Youngstown,Edmonton,Alberta,T5P 2Y4
5 Bedrooms 2 Bathrooms Bungalow,299800.0,5,2,2,1028.0,0.09,1977,Single Family,Half Duplex,Bungalow,12234 83 Street Nw,Eastwood,Edmonton,Alberta,T5B 3A2
1 Bedrooms 1 Bathrooms Single Level Apartment,92900.0,1,1,1,689.0,0.02,1990,Condo / Townhouse,Lowrise Apartment,Single Level Apartment,# 209 11511 130 Street Nw,Inglewood,Edmonton,Alberta,T5M 4B3
5 Bedrooms 3 Bathrooms Bi-Level,299900.0,5,3,0,1156.0,0.08,1988,Single Family,Half Duplex,Bi-Level,8812 120 Avenue Nw,Eastwood,Edmonton,Alberta,T5B 0Y4
4 Bedrooms 2 Bathrooms Bungalow,279500.0,4,2,0,951.0,0.09,1962,Single Family,Half Duplex,Bungalow,11010 134 Avenue Nw,Rosslyn,Edmonton,Alberta,T5E 1K2
3 Bedrooms 2 Bathrooms 2 Storey,314000.0,3,2,0,1153.0,0.08,1966,Single Family,Half Duplex,2 Storey,3915 115a Street Nw,Greenfield,Edmonton,Alberta,T6J 1R2
4 Bedrooms 2 Bathrooms 2 Storey,295000.0,4,2,0,1044.0,0.1,1960,Single Family,Half Duplex,2 Storey,13332 108 Street Nw,Rosslyn,Edmonton,Alberta,T5E 4X5
3 Bedrooms 3 Bathrooms 2 Storey,499900.0,3,3,0,1492.0,0.0,2022,Single Family,Half Duplex,2 Storey,7552 80 Avenue Nw,King Edward Park,Edmonton,Alberta,T6C 0S4
5 Bedrooms 4 Bathrooms 2 Storey,499900.0,5,4,2,1629.0,0.0,2022,Condo / Townhouse,Half Duplex,2 Storey,9949 157 Street Nw,Glenwood,Edmonton,Alberta,T5P 2T7
3 Bedrooms 3 Bathrooms 2 Storey,565000.0,3,3,0,1409.0,0.06,2022,Single Family,Half Duplex,2 Storey,8153 81 Avenue Nw Nw,King Edward Park,Edmonton,Alberta,T6C 0V8
3 Bedrooms 3 Bathrooms 2 Storey,684900.0,3,3,0,1791.0,0.0,2013,Single Family,Half Duplex,2 Storey,8811 95st Nw,Bonnie Doon,Edmonton,Alberta,T6C 3W6
3 Bedrooms 4 Bathrooms 2 Storey,379900.0,3,4,0,1507.0,0.07,2011,Single Family,Half Duplex,2 Storey,12112 63 Street Nw,Montrose,Edmonton,Alberta,T5W 4G6
2 Bedrooms 3 Bathrooms 2 Storey,220000.0,2,3,0,1140.0,0.1,1996,Condo / Townhouse,Half Duplex,2 Storey,# 13 300 Hooper Crescent Nw,Overlanders,Edmonton,Alberta,T5A 5B3
2 Bedrooms 3 Bathrooms 2 Storey,207500.0,2,3,0,1090.0,0.08,2007,Condo / Townhouse,Half Duplex,2 Storey,# 16 130 Hyndman Crescent Nw Nw,Canon Ridge,Edmonton,Alberta,T5A 0E8
4 Bedrooms 3 Bathrooms 2 Storey,269900.0,4,3,2,1113.0,0.06,1972,Single Family,Half Duplex,2 Storey,7011 101 Avenue Nw,Terrace Heights,Edmonton,Alberta,T6A 0H6
4 Bedrooms 4 Bathrooms 2 Storey,669000.0,4,4,0,1590.0,0.0,2022,Single Family,Half Duplex,2 Storey,10718 69 Avenue Nw,Allendale,Edmonton,Alberta,T6H 2E1
3 Bedrooms 2 Bathrooms 2 Storey,319900.0,3,2,0,1128.0,0.06,2006,Condo / Townhouse,Half Duplex,2 Storey,# 2 12807 127 Street Nw,Calder,Edmonton,Alberta,T5L 1A8
3 Bedrooms 2 Bathrooms 2 Storey,374000.0,3,2,0,1292.0,0.0,2013,Condo / Townhouse,Half Duplex,2 Storey,9020 90 Street Nw,Bonnie Doon,Edmonton,Alberta,T6C 3N6
5 Bedrooms 4 Bathrooms 2 Storey,515000.0,5,4,2,1570.0,0.0,2005,Single Family,Half Duplex,2 Storey,12007 102 Street Nw,Westwood,Edmonton,Alberta,T5G 2G6
3 Bedrooms 3 Bathrooms 2 Storey,579900.0,3,3,0,1589.0,0.14,2022,Single Family,Half Duplex,2 Storey,10457 147 Street Nw,Grovenor,Edmonton,Alberta,T5N 3C4
5 Bedrooms 4 Bathrooms 2 Storey,499900.0,5,4,2,1629.0,0.0,2022,Condo / Townhouse,Half Duplex,2 Storey,9947 157 Street Nw,Glenwood,Edmonton,Alberta,T5P 2T7
4 Bedrooms 4 Bathrooms 2 Storey,1250000.0,4,4,0,2120.0,0.0,2012,Single Family,Half Duplex,2 Storey,10246 Wadhurst Road Nw,Westmount,Edmonton,Alberta,T5N 3V1
3 Bedrooms 3 Bathrooms 2 Storey,596400.0,3,3,2,1503.0,0.1,2022,Single Family,Half Duplex,2 Storey,8406 77 Street Nw Nw,Idylwylde,Edmonton,Alberta,T6C 2L6
4 Bedrooms 4 Bathrooms 2 Storey,588000.0,4,4,0,1469.0,0.0,2016,Single Family,Half Duplex,2 Storey,8816 142 Street Nw,Parkview,Edmonton,Alberta,T5R 0M4
3 Bedrooms 2 Bathrooms 2 Storey,249000.0,3,2,0,1244.0,0.0,2007,Condo / Townhouse,Half Duplex,2 Storey,# 43 130 Hyndman Crescent Nw,Canon Ridge,Edmonton,Alberta,T5A 0E8
4 Bedrooms 4 Bathrooms 2 Storey,345000.0,4,4,0,1054.0,0.05,2014,Condo / Townhouse,Half Duplex,2 Storey,# 32 655 Tamarack Road Nw,Tamarack,Edmonton,Alberta,T6T 0N4
3 Bedrooms 3 Bathrooms 2 Storey,369900.0,3,3,0,1432.0,0.08,2016,Single Family,Half Duplex,2 Storey,537 Ebbers Way Nw,Ebbers,Edmonton,Alberta,T5Y 3T8
4 Bedrooms 3 Bathrooms 2 Storey,459000.0,4,3,0,1080.0,0.05,2001,Single Family,Half Duplex,2 Storey,10916 72 Avenue Nw,Mckernan,Edmonton,Alberta,T6G 0A9
3 Bedrooms 3 Bathrooms 2 Storey,799000.0,3,3,0,2139.0,0.0,2021,Single Family,Half Duplex,2 Storey,8927 76 Avenue Nw,Avonmore,Edmonton,Alberta,T6C 0J6
5 Bedrooms 4 Bathrooms 2 Storey,692000.0,5,4,0,1677.0,0.08,2022,Single Family,Half Duplex,2 Storey,10746 75 Avenue Nw,Queen Alexandra,Edmonton,Alberta,T6E 1J9
3 Bedrooms 3 Bathrooms 2 Storey,448800.0,3,3,2,1596.0,0.07,2014,Single Family,Half Duplex,2 Storey,7406 81 Avenue Nw,King Edward Park,Edmonton,Alberta,T6B 0E2
4 Bedrooms 4 Bathrooms 2 Storey,329900.0,4,4,0,1042.0,0.05,2016,Condo / Townhouse,Half Duplex,2 Storey,Nw,Alberta Avenue,Edmonton,Alberta,T5B 4B3
3 Bedrooms 2 Bathrooms 2 Storey,249800.0,3,2,0,1093.0,0.0,2002,Condo / Townhouse,Half Duplex,2 Storey,# 51 14603 Miller Boulevard Nw,Miller,Edmonton,Alberta,T5Y 3B6
3 Bedrooms 3 Bathrooms 2 Storey,339900.0,3,3,0,1042.0,0.05,2016,Condo / Townhouse,Half Duplex,2 Storey,Nw,Alberta Avenue,Edmonton,Alberta,T5B 4B3
3 Bedrooms 3 Bathrooms 2 Storey,254900.0,3,3,0,1238.0,0.06,2002,Condo / Townhouse,Half Duplex,2 Storey,# 24 14603 Miller Boulevard Nw,Miller,Edmonton,Alberta,T5Y 3B6
3 Bedrooms 2 Bathrooms 2 Storey,249900.0,3,2,2,1147.0,0.1,1977,Single Family,Half Duplex,2 Storey,2840 135 Avenue Nw,Kernohan,Edmonton,Alberta,T5A 3S4
3 Bedrooms 3 Bathrooms 2 Storey,399900.0,3,3,0,1392.0,0.0,2010,Single Family,Half Duplex,2 Storey,11637 81 Street Nw,Parkdale,Edmonton,Alberta,T5B 2S1
4 Bedrooms 3 Bathrooms 2 Storey,530000.0,4,3,2,1647.0,0.0,2022,Single Family,Half Duplex,2 Storey,Nw,Queen Mary Park,Edmonton,Alberta,T5G 0E2
5 Bedrooms 4 Bathrooms 2 Storey,674800.0,5,4,4,1470.0,0.13,2023,Single Family,Half Duplex,2 Storey,9028 91 Street Nw,Bonnie Doon,Edmonton,Alberta,T6C 3E1
3 Bedrooms 2 Bathrooms 2 Storey,249250.0,3,2,4,1175.0,0.11,1977,Single Family,Half Duplex,2 Storey,2806 135 Avenue Nw,Kernohan,Edmonton,Alberta,T5A 3S4
6 Bedrooms 4 Bathrooms 2 Storey,584900.0,6,4,2,1890.0,0.0,2018,Single Family,Half Duplex,2 Storey,12114 122 Street Nw,Prince Charles,Edmonton,Alberta,T5L 0C8
3 Bedrooms 2 Bathrooms 2 Storey,244900.0,3,2,0,1145.0,0.09,1978,Single Family,Half Duplex,2 Storey,3017 139 Avenue Nw,Hairsine,Edmonton,Alberta,T5Y 1M1
4 Bedrooms 4 Bathrooms 2 Storey,273000.0,4,4,2,1038.0,0.06,2012,Single Family,Half Duplex,2 Storey,11732 87 Street Nw,Parkdale,Edmonton,Alberta,T5B 3M7
3 Bedrooms 2 Bathrooms 2 Storey,334900.0,3,2,0,1053.0,0.07,1954,Single Family,Half Duplex,2 Storey,9908 144 Avenue Nw Nw,Griesbach,Edmonton,Alberta,T5E 6M5
4 Bedrooms 4 Bathrooms 2 Storey,539900.0,4,4,0,1596.0,0.0,2017,Single Family,Half Duplex,2 Storey,7521 77 Avenue Nw Nw,King Edward Park,Edmonton,Alberta,T6C 0K6
3 Bedrooms 3 Bathrooms 2 Storey,494600.0,3,3,2,1502.0,0.0,2022,Single Family,Half Duplex,2 Storey,11625 127 Street Nw Nw,Inglewood,Edmonton,Alberta,T5M 0V6
4 Bedrooms 4 Bathrooms 2 Storey,639900.0,4,4,2,1773.0,0.08,2016,Single Family,Half Duplex,2 Storey,6720 105a Street Nw,Allendale,Edmonton,Alberta,T6H 2R2
5 Bedrooms 4 Bathrooms 2 Storey,251000.0,5,4,2,1388.0,0.0,2011,Single Family,Half Duplex,2 Storey,12935 70 Street Nw,Balwin,Edmonton,Alberta,T5C 0K1
5 Bedrooms 2 Bathrooms Bungalow,349900.0,5,2,0,903.0,0.08,1962,Single Family,Half Duplex,Bungalow,8208 134 Avenue Nw,Glengarry,Edmonton,Alberta,T5E 1H1
3 Bedrooms 3 Bathrooms 2 Storey,349900.0,3,3,0,1561.0,0.0,1978,Single Family,Half Duplex,2 Storey,10944 122 Street Nw,Westmount,Edmonton,Alberta,T5M 0A8
3 Bedrooms 4 Bathrooms 2 Storey,450000.0,3,4,3,1329.0,0.09,1992,Single Family,Half Duplex,2 Storey,10271 89 Street Nw,Riverdale,Edmonton,Alberta,T5H 1R3
4 Bedrooms 4 Bathrooms 2 Storey,569900.0,4,4,0,1405.0,0.0,2022,Single Family,Half Duplex,2 Storey,9813 70 Avenue Nw,Hazeldean,Edmonton,Alberta,T6E 0V6
3 Bedrooms 3 Bathrooms 2 Storey,375000.0,3,3,2,1288.0,0.06,2019,Single Family,Half Duplex,2 Storey,13042 66 Street Nw,Balwin,Edmonton,Alberta,T5C 0A8
4 Bedrooms 2 Bathrooms 2 Storey,249980.0,4,2,0,1120.0,0.0,2002,Condo / Townhouse,Half Duplex,2 Storey,# 90 14603 Miller Boulevard Nw,Miller,Edmonton,Alberta,T5Y 3B6
3 Bedrooms 4 Bathrooms 2 Storey,335000.0,3,4,0,1336.0,0.06,2012,Single Family,Half Duplex,2 Storey,9404 109a Avenue Nw,Mccauley,Edmonton,Alberta,T5H 1E8
3 Bedrooms 2 Bathrooms Bi-Level,260000.0,3,2,4,522.0,0.07,1979,Single Family,Half Duplex,Bi-Level,12213 128 Avenue Nw,Calder,Edmonton,Alberta,T5L 4M1
3 Bedrooms 2 Bathrooms Bungalow,205000.0,3,2,0,998.0,0.08,1966,Single Family,Half Duplex,Bungalow,13403 82 Street Nw,Delwood,Edmonton,Alberta,T5E 2T9
3 Bedrooms 3 Bathrooms 2 Storey,414900.0,3,3,0,1651.0,0.08,2013,Single Family,Half Duplex,2 Storey,10707 151 Street Nw,High Park,Edmonton,Alberta,T5P 1V6
3 Bedrooms 3 Bathrooms 2 Storey,349900.0,3,3,2,1017.0,0.0,2022,Single Family,Half Duplex,2 Storey,11244 92 Street Nw,Alberta Avenue,Edmonton,Alberta,T5G 0Z3
3 Bedrooms 2 Bathrooms 2 Storey,319900.0,3,2,0,1128.0,0.06,2006,Condo / Townhouse,Half Duplex,2 Storey,# 1 12807 127 Street Nw,Calder,Edmonton,Alberta,T5L 1A8
5 Bedrooms 4 Bathrooms 2 Storey,624900.0,5,4,0,1808.0,0.09,2006,Single Family,Half Duplex,2 Storey,7321 105a Street Nw,Queen Alexandra,Edmonton,Alberta,T6E 4T9
4 Bedrooms 4 Bathrooms 2 Storey,509900.0,4,4,0,1668.0,0.09,2014,Single Family,Half Duplex,2 Storey,8540 88 Avenue Nw,Bonnie Doon,Edmonton,Alberta,T6C 1L3
3 Bedrooms 3 Bathrooms 2 Storey,349900.0,3,3,2,1015.0,0.0,2022,Single Family,Half Duplex,2 Storey,11246 92 Street Nw,Alberta Avenue,Edmonton,Alberta,T5G 0Z3
4 Bedrooms 4 Bathrooms 2 Storey,339800.0,4,4,0,1512.0,0.0,2010,Single Family,Half Duplex,2 Storey,12330 90 Street Nw,Delton,Edmonton,Alberta,T5B 3Z7
3 Bedrooms 3 Bathrooms 2 Storey,489000.0,3,3,0,1383.0,0.06,2019,Single Family,Half Duplex,2 Storey,15943 108 Avenue Nw,Mayfield,Edmonton,Alberta,T5P 1A8
4 Bedrooms 3 Bathrooms 2 Storey,488800.0,4,3,4,1243.0,0.08,1997,Single Family,Half Duplex,2 Storey,11120 122 Street Nw,Inglewood,Edmonton,Alberta,T5M 0B4
3 Bedrooms 2 Bathrooms Bi-Level,289900.0,3,2,0,874.0,0.0,1972,Single Family,Half Duplex,Bi-Level,7652 172 Street Nw,Callingwood North,Edmonton,Alberta,T5T 0J6
4 Bedrooms 4 Bathrooms 2 Storey,469900.0,4,4,10,1505.0,0.09,1992,Single Family,Half Duplex,2 Storey,8927 88 Avenue Nw,Bonnie Doon,Edmonton,Alberta,T6C 1L7
3 Bedrooms 3 Bathrooms 2 Storey,365000.0,3,3,0,1369.0,0.05,2021,Single Family,Half Duplex,2 Storey,25 Ebbers Close Nw,Ebbers,Edmonton,Alberta,T5Y 3Y4
3 Bedrooms 2 Bathrooms 2 Storey,279900.0,3,2,0,998.0,0.05,2014,Condo / Townhouse,Half Duplex,2 Storey,11631 92 Street Nw,Alberta Avenue,Edmonton,Alberta,T5G 1A1
5 Bedrooms 4 Bathrooms 2 Storey,699800.0,5,4,3,2721.0,0.1,1993,Single Family,Half Duplex,2 Storey,7719 111 Street Nw,Mckernan,Edmonton,Alberta,T6G 1H3
3 Bedrooms 3 Bathrooms 2 Storey,417000.0,3,3,0,1399.0,0.08,2016,Condo / Townhouse,Half Duplex,2 Storey,11935 47 Street Nw,Beacon Heights,Edmonton,Alberta,T5W 2W9
3 Bedrooms 3 Bathrooms 2 Storey,399000.0,3,3,2,1304.0,0.0,2022,Single Family,Half Duplex,2 Storey,6908 132 Avenue Nw,Delwood,Edmonton,Alberta,T5C 2A6
3 Bedrooms 3 Bathrooms 2 Storey,417000.0,3,3,0,1399.0,0.08,2016,Condo / Townhouse,Half Duplex,2 Storey,11933 47 Street Nw Nw,Beacon Heights,Edmonton,Alberta,T5W 2W9
2 Bedrooms 3 Bathrooms 2 Storey,525000.0,2,3,0,1713.0,0.09,2007,Single Family,Half Duplex,2 Storey,11403 123 Street Nw,Inglewood,Edmonton,Alberta,T5M 0G3
4 Bedrooms 4 Bathrooms 2 Storey,629000.0,4,4,0,1401.0,0.0,2021,Single Family,Half Duplex,2 Storey,10626 81 Street Nw,Forest Heights,Edmonton,Alberta,T6A 3L4
3 Bedrooms 3 Bathrooms 3 Storey,725000.0,3,3,0,1690.0,0.0,2022,Single Family,Half Duplex,3 Storey,10512 86 Avenue Nw,Strathcona,Edmonton,Alberta,T6E 2M6
5 Bedrooms 4 Bathrooms 2 Storey,509800.0,5,4,0,1631.0,0.08,2014,Single Family,Half Duplex,2 Storey,10340 79 Street Nw,Forest Heights,Edmonton,Alberta,T6A 3G8
3 Bedrooms 2 Bathrooms 2 Storey,239900.0,3,2,2,1065.0,0.0,1996,Condo / Townhouse,Half Duplex,2 Storey,# 19 300 Hooper Crescent Nw,Overlanders,Edmonton,Alberta,T5A 5B3
4 Bedrooms 4 Bathrooms 2 Storey,599800.0,4,4,0,1249.0,0.0,2023,Single Family,Half Duplex,2 Storey,10748 74 Avenue Nw,Queen Alexandra,Edmonton,Alberta,T6E 1G6
3 Bedrooms 3 Bathrooms 2 Storey,379900.0,3,3,2,1286.0,0.0,2022,Single Family,Half Duplex,2 Storey,# 2 9316 109 Avenue Nw,Mccauley,Edmonton,Alberta,T5H 1C5
4 Bedrooms 4 Bathrooms 2 Storey,389900.0,4,4,0,1109.0,0.0,2022,Single Family,Half Duplex,2 Storey,11432 95a Street Nw,Alberta Avenue,Edmonton,Alberta,T5G 1P3
3 Bedrooms 2 Bathrooms 2 Storey,384400.0,3,2,0,1292.0,0.0,2013,Condo / Townhouse,Half Duplex,2 Storey,9003 91 Street Nw,Bonnie Doon,Edmonton,Alberta,T6C 3N6
3 Bedrooms 4 Bathrooms 3 Storey,675000.0,3,4,0,1850.0,0.0,2014,Condo / Townhouse,Half Duplex,3 Storey,7716 112 Street Nw,Mckernan,Edmonton,Alberta,T6G 1J8
5 Bedrooms 4 Bathrooms 2 Storey,485000.0,5,4,4,1556.0,0.08,2015,Condo / Townhouse,Half Duplex,2 Storey,11718 122 Street Nw,Inglewood,Edmonton,Alberta,T5M 0C3
6 Bedrooms 5 Bathrooms 2 Storey,849900.0,6,5,0,1637.0,0.08,2014,Single Family,Half Duplex,2 Storey,13121 104 Avenue Nw,Glenora,Edmonton,Alberta,T5N 0W1
3 Bedrooms 3 Bathrooms 2 Storey,565000.0,3,3,0,1409.0,0.06,2022,Single Family,Half Duplex,2 Storey,8151 81 Avenue Nw Nw,King Edward Park,Edmonton,Alberta,T6C 0V8
5 Bedrooms 4 Bathrooms 2 Storey,489900.0,5,4,0,1556.0,0.0,2022,Single Family,Half Duplex,2 Storey,12047 65 Street Nw,Montrose,Edmonton,Alberta,T5W 4L6
3 Bedrooms 4 Bathrooms 2 Storey,359999.0,3,4,0,1481.0,0.0,2012,Single Family,Half Duplex,2 Storey,12829 123a Street Nw,Calder,Edmonton,Alberta,T5L 0K7
3 Bedrooms 3 Bathrooms 2 Storey,375000.0,3,3,2,1287.0,0.06,2019,Single Family,Half Duplex,2 Storey,13040 66 Street Nw,Balwin,Edmonton,Alberta,T5C 0A8
3 Bedrooms 3 Bathrooms 2 Storey,569700.0,3,3,0,1644.0,0.0,2022,Single Family,Half Duplex,2 Storey,1 11341 127 Street Nw Nw,Inglewood,Edmonton,Alberta,T5M 0T9
5 Bedrooms 4 Bathrooms 3 Storey,765000.0,5,4,0,2250.0,0.08,2020,Single Family,Half Duplex,3 Storey,11141 73 Avenue Nw,Mckernan,Edmonton,Alberta,T6G 0C5
4 Bedrooms 5 Bathrooms 3 Storey,729900.0,4,5,2,1907.0,0.07,2015,Single Family,Half Duplex,3 Storey,11310 75 Avenue Nw,Mckernan,Edmonton,Alberta,T6G 0H5
3 Bedrooms 2 Bathrooms 2 Storey,267900.0,3,2,2,918.0,0.05,2004,Condo / Townhouse,Half Duplex,2 Storey,# 1 9322 106a Avenue Nw,Mccauley,Edmonton,Alberta,T5H 0S7
5 Bedrooms 4 Bathrooms 2 Storey,549900.0,5,4,0,1705.0,0.07,1994,Single Family,Half Duplex,2 Storey,9239 95 Street Nw,Bonnie Doon,Edmonton,Alberta,T6C 3W9
4 Bedrooms 4 Bathrooms 2 Storey,599800.0,4,4,0,1249.0,0.0,2023,Single Family,Half Duplex,2 Storey,10750 74 Avenue Nw,Queen Alexandra,Edmonton,Alberta,T6E 1G6
3 Bedrooms 3 Bathrooms 2 Storey,494600.0,3,3,2,1502.0,0.0,2022,Single Family,Half Duplex,2 Storey,11623 127 Street Nw Nw,Inglewood,Edmonton,Alberta,T5M 0V6
2 Bedrooms 3 Bathrooms 2 Storey,274999.0,2,3,0,1138.0,0.08,2002,Condo / Townhouse,Half Duplex,2 Storey,# 15 13403 Cumberland Road Nw,Hudson,Edmonton,Alberta,T6V 1P9
4 Bedrooms 4 Bathrooms 2 Storey,678000.0,4,4,4,1507.0,0.13,2023,Single Family,Half Duplex,2 Storey,8518 79 Avenue Nw,King Edward Park,Edmonton,Alberta,T6C 0R4
3 Bedrooms 3 Bathrooms 2 Storey,365000.0,3,3,3,1111.0,0.05,2022,Single Family,Half Duplex,2 Storey,# 2 12014 92 Street Nw,Delton,Edmonton,Alberta,T5G 1A9
3 Bedrooms 3 Bathrooms 3 Storey,789900.0,3,3,0,2259.0,0.0,2018,Single Family,Half Duplex,3 Storey,10516 86 Avenue Nw,Strathcona,Edmonton,Alberta,T6E 2M6
3 Bedrooms 3 Bathrooms Bungalow,267000.0,3,3,0,823.0,0.0,2002,Condo / Townhouse,Townhouse,Bungalow,# 89 10909 106 Street Nw,Central Mcdougall,Edmonton,Alberta,T5H 4M7
2 Bedrooms 3 Bathrooms Bungalow,575000.0,2,3,0,1430.0,0.0,1979,Condo / Townhouse,Townhouse,Bungalow,# 5 500 Lessard Drive Nw Nw,Gariepy,Edmonton,Alberta,T6M 1G1
2 Bedrooms 3 Bathrooms Bungalow,420000.0,2,3,2,1469.0,0.0,1979,Condo / Townhouse,Townhouse,Bungalow,# 42 500 Lessard Drive Nw Nw,Gariepy,Edmonton,Alberta,T6M 1G1
2 Bedrooms 3 Bathrooms Bungalow,539900.0,2,3,0,1330.0,0.0,1999,Condo / Townhouse,Townhouse,Bungalow,# 16 577 Butterworth Way Nw,Bulyea Heights,Edmonton,Alberta,T6R 2Y2
1 Bedrooms 1 Bathrooms Bungalow,365000.0,1,1,0,1214.0,0.0,2001,Condo / Townhouse,Townhouse,Bungalow,# 4 10235 111 Street Nw,Downtown,Edmonton,Alberta,T5K 2V5
2 Bedrooms 2 Bathrooms 2 Storey Split,314900.0,2,2,0,816.0,0.02,1981,Condo / Townhouse,Townhouse,2 Storey Split,11176 83 Avenue Nw,Garneau,Edmonton,Alberta,T6G 0V1
2 Bedrooms 3 Bathrooms Bungalow,419900.0,2,3,4,1215.0,0.05,1997,Condo / Townhouse,Townhouse,Bungalow,10465 42 Avenue Nw,Rideau Park,Edmonton,Alberta,T6J 6J7
3 Bedrooms 2 Bathrooms 4 Level Split,230000.0,3,2,3,1256.0,0.07,1977,Condo / Townhouse,Townhouse,4 Level Split,5310 146 Avenue Nw,Casselman,Edmonton,Alberta,T5A 3L6
2 Bedrooms 1 Bathrooms 4 Level Split,160000.0,2,1,0,966.0,0.04,1979,Condo / Townhouse,Townhouse,4 Level Split,3949 62 Street Nw,Greenview,Edmonton,Alberta,T6L 3A2
3 Bedrooms 3 Bathrooms 2 Storey,299900.0,3,3,0,1256.0,0.06,2015,Condo / Townhouse,Half Duplex,2 Storey,13015 132 Avenue Nw,Athlone,Edmonton,Alberta,T5L 3R2
2 Bedrooms 1 Bathrooms Bungalow,179000.0,2,1,1,772.0,0.0,1964,Condo / Townhouse,Townhouse,Bungalow,10970 161 Street Nw,Mayfield,Edmonton,Alberta,T5P 3K1
3 Bedrooms 2 Bathrooms 4 Level Split,419900.0,3,2,0,1862.0,0.0,1982,Condo / Townhouse,Townhouse,4 Level Split,# 4 8325 Rowland Road Nw,Forest Heights,Edmonton,Alberta,T6A 3Y4
3 Bedrooms 3 Bathrooms 2 Storey,208000.0,3,3,0,1088.0,0.0,1991,Condo / Townhouse,Townhouse,2 Storey,# 10 14803 34 Street Nw,Kirkness,Edmonton,Alberta,T5Y 2L3
2 Bedrooms 3 Bathrooms 2 Storey,420000.0,2,3,4,1697.0,0.07,1988,Condo / Townhouse,Townhouse,2 Storey,4612 151 Street Nw,Ramsay Heights,Edmonton,Alberta,T6H 5N8
3 Bedrooms 1 Bathrooms 2 Storey,149900.0,3,1,0,986.0,0.0,1971,Condo / Townhouse,Townhouse,2 Storey,107 Mayfair Mews Nw,Northmount,Edmonton,Alberta,T8N 5W5
3 Bedrooms 2 Bathrooms 2 Storey,235000.0,3,2,0,1103.0,0.0,2009,Condo / Townhouse,Townhouse,2 Storey,1404 Hermitage Road Nw,Canon Ridge,Edmonton,Alberta,T5A 0P5
3 Bedrooms 2 Bathrooms 2 Storey,139900.0,3,2,0,1006.0,0.06,1979,Condo / Townhouse,Townhouse,2 Storey,3105 139 Avenue Nw,Hairsine,Edmonton,Alberta,T5Y 1R4
3 Bedrooms 1 Bathrooms 2 Storey,129900.0,3,1,1,990.0,0.06,1971,Condo / Townhouse,Townhouse,2 Storey,145 Mayfair Mews Nw Nw,Northmount,Edmonton,Alberta,T5C 3N9
2 Bedrooms 1 Bathrooms 2 Storey,90000.0,2,1,0,732.0,0.04,1971,Condo / Townhouse,Townhouse,2 Storey,# 7 14305 82 Street Nw,Kildare,Edmonton,Alberta,T5E 2V7
3 Bedrooms 2 Bathrooms 2 Storey,175000.0,3,2,2,1227.0,0.05,1976,Condo / Townhouse,Townhouse,2 Storey,# 3 4040 66 Street Nw,Michaels Park,Edmonton,Alberta,T6K 2N1
4 Bedrooms 3 Bathrooms 2 Storey,214999.0,4,3,0,1251.0,0.0,1977,Condo / Townhouse,Townhouse,2 Storey,3213 132a Avenue Nw,Belmont,Edmonton,Alberta,T5A 3K4
3 Bedrooms 2 Bathrooms 2 Storey,199800.0,3,2,0,882.0,0.06,1975,Condo / Townhouse,Townhouse,2 Storey,37 Habitat Crescent Nw,Homesteader,Edmonton,Alberta,T5A 2X7
3 Bedrooms 1 Bathrooms 2 Storey,159000.0,3,1,0,981.0,0.07,1962,Condo / Townhouse,Townhouse,2 Storey,13333 89a Street Nw,Glengarry,Edmonton,Alberta,T5E 3L2
3 Bedrooms 4 Bathrooms 2 Storey,349900.0,3,4,0,1060.0,0.0,2022,Condo / Townhouse,Townhouse,2 Storey,10303 121 Avenue Nw,Westwood,Edmonton,Alberta,T5G 3K3
3 Bedrooms 1 Bathrooms 2 Storey,120000.0,3,1,0,851.0,0.0,1971,Condo / Townhouse,Townhouse,2 Storey,# 8 14120 80 Street Nw,Kildare,Edmonton,Alberta,T5C 1L6
3 Bedrooms 2 Bathrooms 2 Storey,139900.0,3,2,0,875.0,0.06,1976,Condo / Townhouse,Townhouse,2 Storey,231 Harrison Drive Nw,Homesteader,Edmonton,Alberta,T5A 2X5
3 Bedrooms 2 Bathrooms 2 Storey,107500.0,3,2,1,1099.0,0.0,1972,Condo / Townhouse,Townhouse,2 Storey,# 175 3308 113 Avenue Nw,Rundle Heights,Edmonton,Alberta,T5W 5J8
3 Bedrooms 2 Bathrooms 2 Storey,140000.0,3,2,1,978.0,0.06,1978,Condo / Townhouse,Townhouse,2 Storey,13847 24 Street Nw,Bannerman,Edmonton,Alberta,T5Y 1K1
3 Bedrooms 3 Bathrooms 2 Storey,290000.0,3,3,2,1180.0,0.05,2012,Condo / Townhouse,Townhouse,2 Storey,# 105 655 Tamarack Road Nw,Tamarack,Edmonton,Alberta,T6T 0N4
